ID	allele_type
VIBR_374	accessory
VIBR_375	accessory
VIBR_376	accessory
VIBR_377	accessory
VIBR_378	accessory
VIBR_379	accessory
VIBR_380	accessory
VIBR_381	accessory
VIBR_382	accessory
VIBR_383	accessory
VIBR_384	accessory
VIBR_385	accessory
VIBR_386	accessory
VIBR_387	accessory
VIBR_388	accessory
VIBR_389	accessory
VIBR_390	accessory
VIBR_391	accessory
VIBR_392	accessory
VIBR_393	accessory
VIBR_394	accessory
VIBR_395	accessory
VIBR_396	core
VIBR_397	accessory
VIBR_398	accessory
VIBR_399	accessory
VIBR_400	accessory
VIBR_401	accessory
VIBR_402	accessory
VIBR_403	accessory
VIBR_404	accessory
VIBR_405	core
VIBR_406	accessory
VIBR_407	accessory
VIBR_408	accessory
VIBR_409	accessory
VIBR_410	accessory
VIBR_411	accessory
VIBR_412	accessory
VIBR_413	accessory
VIBR_414	accessory
VIBR_415	accessory
VIBR_416	accessory
VIBR_417	accessory
VIBR_418	core
VIBR_419	accessory
VIBR_420	accessory
VIBR_421	core
VIBR_422	accessory
VIBR_423	accessory
VIBR_424	accessory
VIBR_425	accessory
VIBR_426	accessory
VIBR_427	accessory
VIBR_428	accessory
VIBR_429	accessory
VIBR_430	accessory
VIBR_431	accessory
VIBR_432	accessory
VIBR_433	core
VIBR_434	accessory
VIBR_435	accessory
VIBR_436	accessory
VIBR_437	accessory
VIBR_438	accessory
VIBR_439	accessory
VIBR_440	accessory
VIBR_441	accessory
VIBR_442	accessory
VIBR_443	accessory
VIBR_444	core
VIBR_445	accessory
VIBR_446	accessory
VIBR_447	core
VIBR_448	accessory
VIBR_449	accessory
VIBR_450	accessory
VIBR_451	accessory
VIBR_452	accessory
VIBR_453	accessory
VIBR_454	accessory
VIBR_455	accessory
VIBR_456	accessory
VIBR_457	accessory
VIBR_458	accessory
VIBR_459	accessory
VIBR_460	accessory
VIBR_461	accessory
VIBR_462	accessory
VIBR_463	accessory
VIBR_464	accessory
VIBR_465	accessory
VIBR_466	core
VIBR_467	accessory
VIBR_468	accessory
VIBR_469	accessory
VIBR_470	accessory
VIBR_471	accessory
VIBR_472	accessory
VIBR_473	accessory
VIBR_474	accessory
VIBR_475	accessory
VIBR_476	accessory
VIBR_477	accessory
VIBR_478	accessory
VIBR_479	accessory
VIBR_480	accessory
VIBR_481	accessory
VIBR_482	accessory
VIBR_483	accessory
VIBR_484	accessory
VIBR_485	core
VIBR_486	accessory
VIBR_487	core
VIBR_488	accessory
VIBR_489	accessory
VIBR_490	accessory
VIBR_491	accessory
VIBR_492	core
VIBR_493	accessory
VIBR_494	accessory
VIBR_495	accessory
VIBR_496	accessory
VIBR_497	accessory
VIBR_498	accessory
VIBR_499	accessory
VIBR_500	accessory
VIBR_501	accessory
VIBR_502	accessory
VIBR_503	accessory
VIBR_504	accessory
VIBR_505	accessory
VIBR_506	accessory
VIBR_507	accessory
VIBR_508	accessory
VIBR_509	accessory
VIBR_510	accessory
VIBR_511	accessory
VIBR_512	accessory
VIBR_513	accessory
VIBR_514	accessory
VIBR_515	core
VIBR_516	accessory
VIBR_517	accessory
VIBR_518	accessory
VIBR_519	accessory
VIBR_520	accessory
VIBR_521	accessory
VIBR_522	accessory
VIBR_523	accessory
VIBR_524	accessory
VIBR_525	accessory
VIBR_526	accessory
VIBR_527	accessory
VIBR_528	accessory
VIBR_529	accessory
VIBR_530	accessory
VIBR_531	accessory
VIBR_532	accessory
VIBR_533	accessory
VIBR_534	accessory
VIBR_535	accessory
VIBR_536	accessory
VIBR_537	accessory
VIBR_538	accessory
VIBR_539	accessory
VIBR_540	accessory
VIBR_541	accessory
VIBR_542	accessory
VIBR_543	accessory
VIBR_544	accessory
VIBR_545	accessory
VIBR_546	accessory
VIBR_547	accessory
VIBR_548	accessory
VIBR_549	accessory
VIBR_550	accessory
VIBR_551	accessory
VIBR_552	accessory
VIBR_553	accessory
VIBR_554	accessory
VIBR_555	accessory
VIBR_556	core
VIBR_557	accessory
VIBR_558	accessory
VIBR_559	accessory
VIBR_560	accessory
VIBR_561	accessory
VIBR_562	accessory
VIBR_563	accessory
VIBR_564	accessory
VIBR_565	accessory
VIBR_566	accessory
VIBR_567	accessory
VIBR_568	accessory
VIBR_569	accessory
VIBR_570	accessory
VIBR_571	accessory
VIBR_572	accessory
VIBR_573	accessory
VIBR_574	accessory
VIBR_575	accessory
VIBR_576	accessory
VIBR_577	accessory
VIBR_578	accessory
VIBR_579	accessory
VIBR_580	accessory
VIBR_581	accessory
VIBR_582	accessory
VIBR_583	accessory
VIBR_584	accessory
VIBR_585	accessory
VIBR_586	accessory
VIBR_587	accessory
VIBR_588	accessory
VIBR_589	accessory
VIBR_590	accessory
VIBR_591	accessory
VIBR_592	accessory
VIBR_593	accessory
VIBR_594	accessory
VIBR_595	accessory
VIBR_596	accessory
VIBR_597	accessory
VIBR_598	accessory
VIBR_599	accessory
VIBR_600	accessory
VIBR_601	accessory
VIBR_602	accessory
VIBR_603	accessory
VIBR_604	accessory
VIBR_605	accessory
VIBR_606	accessory
VIBR_607	accessory
VIBR_608	accessory
VIBR_609	accessory
VIBR_610	accessory
VIBR_611	accessory
VIBR_612	accessory
VIBR_613	accessory
VIBR_614	accessory
VIBR_615	accessory
VIBR_616	accessory
VIBR_617	accessory
VIBR_618	accessory
VIBR_619	accessory
VIBR_620	accessory
VIBR_621	accessory
VIBR_622	accessory
VIBR_623	accessory
VIBR_624	accessory
VIBR_625	accessory
VIBR_626	accessory
VIBR_627	accessory
VIBR_628	accessory
VIBR_629	accessory
VIBR_630	accessory
VIBR_631	accessory
VIBR_632	accessory
VIBR_633	accessory
VIBR_634	accessory
VIBR_635	accessory
VIBR_636	accessory
VIBR_637	accessory
VIBR_638	accessory
VIBR_639	accessory
VIBR_640	accessory
VIBR_641	accessory
VIBR_642	accessory
VIBR_643	accessory
VIBR_644	accessory
VIBR_645	accessory
VIBR_646	accessory
VIBR_647	accessory
VIBR_648	accessory
VIBR_649	accessory
VIBR_650	accessory
VIBR_651	accessory
VIBR_652	accessory
VIBR_653	accessory
VIBR_654	accessory
VIBR_655	accessory
VIBR_656	accessory
VIBR_657	accessory
VIBR_658	accessory
VIBR_659	accessory
VIBR_660	accessory
VIBR_661	accessory
VIBR_662	accessory
VIBR_663	accessory
VIBR_664	accessory
VIBR_665	accessory
VIBR_666	accessory
VIBR_667	accessory
VIBR_668	accessory
VIBR_669	accessory
VIBR_670	accessory
VIBR_671	accessory
VIBR_672	accessory
VIBR_673	accessory
VIBR_674	accessory
VIBR_675	accessory
VIBR_676	accessory
VIBR_677	accessory
VIBR_678	accessory
VIBR_679	accessory
VIBR_680	accessory
VIBR_681	accessory
VIBR_682	accessory
VIBR_683	core
VIBR_684	accessory
VIBR_685	accessory
VIBR_686	accessory
VIBR_687	accessory
VIBR_688	accessory
VIBR_689	accessory
VIBR_690	accessory
VIBR_691	core
VIBR_692	accessory
VIBR_693	accessory
VIBR_694	accessory
VIBR_695	accessory
VIBR_696	accessory
VIBR_697	accessory
VIBR_698	core
VIBR_699	accessory
VIBR_700	accessory
VIBR_701	core
VIBR_702	accessory
VIBR_703	accessory
VIBR_704	accessory
VIBR_705	accessory
VIBR_706	accessory
VIBR_707	accessory
VIBR_708	accessory
VIBR_709	accessory
VIBR_710	accessory
VIBR_711	accessory
VIBR_712	accessory
VIBR_713	accessory
VIBR_714	accessory
VIBR_715	accessory
VIBR_716	accessory
VIBR_717	accessory
VIBR_718	accessory
VIBR_719	accessory
VIBR_720	accessory
VIBR_721	accessory
VIBR_722	accessory
VIBR_723	accessory
VIBR_724	accessory
VIBR_725	accessory
VIBR_726	accessory
VIBR_727	core
VIBR_728	accessory
VIBR_729	accessory
VIBR_730	accessory
VIBR_731	accessory
VIBR_732	accessory
VIBR_733	accessory
VIBR_734	accessory
VIBR_735	accessory
VIBR_736	accessory
VIBR_737	accessory
VIBR_738	accessory
VIBR_739	accessory
VIBR_740	core
VIBR_741	accessory
VIBR_742	accessory
VIBR_743	accessory
VIBR_744	accessory
VIBR_745	accessory
VIBR_746	accessory
VIBR_747	accessory
VIBR_748	accessory
VIBR_749	accessory
VIBR_750	accessory
VIBR_751	accessory
VIBR_752	accessory
VIBR_753	accessory
VIBR_754	accessory
VIBR_755	accessory
VIBR_756	accessory
VIBR_757	core
VIBR_758	accessory
VIBR_759	accessory
VIBR_760	accessory
VIBR_761	accessory
VIBR_762	accessory
VIBR_763	core
VIBR_764	accessory
VIBR_765	accessory
VIBR_766	accessory
VIBR_767	accessory
VIBR_768	accessory
VIBR_769	accessory
VIBR_770	accessory
VIBR_771	accessory
VIBR_772	core
VIBR_773	accessory
VIBR_774	accessory
VIBR_775	accessory
VIBR_776	accessory
VIBR_777	accessory
VIBR_778	accessory
VIBR_779	accessory
VIBR_780	accessory
VIBR_781	accessory
VIBR_782	accessory
VIBR_783	accessory
VIBR_784	accessory
VIBR_785	accessory
VIBR_786	accessory
VIBR_787	accessory
VIBR_788	accessory
VIBR_789	accessory
VIBR_790	accessory
VIBR_791	accessory
VIBR_792	accessory
VIBR_793	core
VIBR_794	accessory
VIBR_795	accessory
VIBR_796	accessory
VIBR_797	accessory
VIBR_798	accessory
VIBR_799	accessory
VIBR_800	accessory
VIBR_801	accessory
VIBR_802	accessory
VIBR_803	accessory
VIBR_804	accessory
VIBR_805	accessory
VIBR_806	accessory
VIBR_807	accessory
VIBR_808	accessory
VIBR_809	accessory
VIBR_810	accessory
VIBR_811	accessory
VIBR_812	accessory
VIBR_813	accessory
VIBR_814	accessory
VIBR_815	accessory
VIBR_816	accessory
VIBR_817	accessory
VIBR_818	accessory
VIBR_819	accessory
VIBR_820	accessory
VIBR_821	accessory
VIBR_822	accessory
VIBR_823	accessory
VIBR_824	accessory
VIBR_825	accessory
VIBR_826	accessory
VIBR_827	core
VIBR_828	accessory
VIBR_829	accessory
VIBR_830	accessory
VIBR_831	accessory
VIBR_832	accessory
VIBR_833	accessory
VIBR_834	accessory
VIBR_835	accessory
VIBR_836	accessory
VIBR_837	accessory
VIBR_838	accessory
VIBR_839	accessory
VIBR_840	accessory
VIBR_841	accessory
VIBR_842	accessory
VIBR_843	accessory
VIBR_844	accessory
VIBR_845	accessory
VIBR_846	accessory
VIBR_847	accessory
VIBR_848	accessory
VIBR_849	accessory
VIBR_850	accessory
VIBR_851	accessory
VIBR_852	accessory
VIBR_853	accessory
VIBR_854	accessory
VIBR_855	accessory
VIBR_856	accessory
VIBR_857	accessory
VIBR_858	accessory
VIBR_859	accessory
VIBR_860	accessory
VIBR_861	accessory
VIBR_862	accessory
VIBR_863	accessory
VIBR_864	accessory
VIBR_865	accessory
VIBR_866	accessory
VIBR_867	accessory
VIBR_868	accessory
VIBR_869	accessory
VIBR_870	accessory
VIBR_871	accessory
VIBR_872	accessory
VIBR_873	accessory
VIBR_874	accessory
VIBR_875	accessory
VIBR_876	accessory
VIBR_877	accessory
VIBR_878	core
VIBR_879	accessory
VIBR_880	accessory
VIBR_881	accessory
VIBR_882	accessory
VIBR_883	accessory
VIBR_884	accessory
VIBR_885	accessory
VIBR_886	accessory
VIBR_887	accessory
VIBR_888	accessory
VIBR_889	accessory
VIBR_890	accessory
VIBR_891	accessory
VIBR_892	accessory
VIBR_893	accessory
VIBR_894	accessory
VIBR_895	accessory
VIBR_896	accessory
VIBR_897	accessory
VIBR_898	accessory
VIBR_899	accessory
VIBR_900	accessory
VIBR_901	core
VIBR_902	accessory
VIBR_903	accessory
VIBR_904	accessory
VIBR_905	accessory
VIBR_906	accessory
VIBR_907	accessory
VIBR_908	accessory
VIBR_909	accessory
VIBR_910	accessory
VIBR_911	accessory
VIBR_912	accessory
VIBR_913	accessory
VIBR_914	accessory
VIBR_915	accessory
VIBR_916	accessory
VIBR_917	accessory
VIBR_918	accessory
VIBR_919	accessory
VIBR_920	accessory
VIBR_921	accessory
VIBR_922	accessory
VIBR_923	accessory
VIBR_924	accessory
VIBR_925	accessory
VIBR_926	accessory
VIBR_927	accessory
VIBR_928	accessory
VIBR_929	accessory
VIBR_930	accessory
VIBR_931	accessory
VIBR_932	accessory
VIBR_933	accessory
VIBR_934	accessory
VIBR_935	accessory
VIBR_936	accessory
VIBR_937	accessory
VIBR_938	accessory
VIBR_939	core
VIBR_940	accessory
VIBR_941	accessory
VIBR_942	accessory
VIBR_943	accessory
VIBR_944	accessory
VIBR_945	accessory
VIBR_946	accessory
VIBR_947	accessory
VIBR_948	accessory
VIBR_949	accessory
VIBR_950	accessory
VIBR_951	accessory
VIBR_952	accessory
VIBR_953	accessory
VIBR_954	accessory
VIBR_955	accessory
VIBR_956	accessory
VIBR_957	accessory
VIBR_958	accessory
VIBR_959	accessory
VIBR_960	accessory
VIBR_961	accessory
VIBR_962	accessory
VIBR_963	accessory
VIBR_964	accessory
VIBR_965	accessory
VIBR_966	accessory
VIBR_967	accessory
VIBR_968	accessory
VIBR_969	accessory
VIBR_970	accessory
VIBR_971	accessory
VIBR_972	accessory
VIBR_973	accessory
VIBR_974	accessory
VIBR_975	accessory
VIBR_976	accessory
VIBR_977	accessory
VIBR_978	accessory
VIBR_979	accessory
VIBR_980	accessory
VIBR_981	accessory
VIBR_982	accessory
VIBR_983	accessory
VIBR_984	accessory
VIBR_985	accessory
VIBR_986	accessory
VIBR_987	accessory
VIBR_988	accessory
VIBR_989	accessory
VIBR_990	accessory
VIBR_991	accessory
VIBR_992	accessory
VIBR_993	core
VIBR_994	accessory
VIBR_995	accessory
VIBR_996	accessory
VIBR_997	accessory
VIBR_998	accessory
VIBR_999	accessory
VIBR_1000	accessory
VIBR_1001	accessory
VIBR_1002	accessory
VIBR_1003	accessory
VIBR_1004	accessory
VIBR_1005	accessory
VIBR_1006	accessory
VIBR_1007	accessory
VIBR_1008	accessory
VIBR_1009	accessory
VIBR_1010	accessory
VIBR_1011	accessory
VIBR_1012	accessory
VIBR_1013	accessory
VIBR_1014	accessory
VIBR_1015	accessory
VIBR_1016	accessory
VIBR_1017	accessory
VIBR_1018	accessory
VIBR_1019	accessory
VIBR_1020	accessory
VIBR_1021	accessory
VIBR_1022	accessory
VIBR_1023	accessory
VIBR_1024	accessory
VIBR_1025	accessory
VIBR_1026	accessory
VIBR_1027	accessory
VIBR_1028	accessory
VIBR_1029	accessory
VIBR_1030	accessory
VIBR_1031	accessory
VIBR_1032	accessory
VIBR_1033	accessory
VIBR_1034	core
VIBR_1035	accessory
VIBR_1036	accessory
VIBR_1037	accessory
VIBR_1038	accessory
VIBR_1039	accessory
VIBR_1040	accessory
VIBR_1041	accessory
VIBR_1042	accessory
VIBR_1043	accessory
VIBR_1044	accessory
VIBR_1045	accessory
VIBR_1046	accessory
VIBR_1047	accessory
VIBR_1048	accessory
VIBR_1049	accessory
VIBR_1050	core
VIBR_1051	accessory
VIBR_1052	accessory
VIBR_1053	core
VIBR_1054	accessory
VIBR_1055	accessory
VIBR_1056	accessory
VIBR_1057	accessory
VIBR_1058	accessory
VIBR_1059	accessory
VIBR_1060	accessory
VIBR_1061	accessory
VIBR_1062	accessory
VIBR_1063	accessory
VIBR_1064	accessory
VIBR_1065	accessory
VIBR_1066	accessory
VIBR_1067	accessory
VIBR_1068	accessory
VIBR_1069	accessory
VIBR_1070	accessory
VIBR_1071	accessory
VIBR_1072	core
VIBR_1073	accessory
VIBR_1074	accessory
VIBR_1075	accessory
VIBR_1076	accessory
VIBR_1077	accessory
VIBR_1078	accessory
VIBR_1079	accessory
VIBR_1080	accessory
VIBR_1081	accessory
VIBR_1082	accessory
VIBR_1083	accessory
VIBR_1084	accessory
VIBR_1085	accessory
VIBR_1086	accessory
VIBR_1087	core
VIBR_1088	accessory
VIBR_1089	accessory
VIBR_1090	accessory
VIBR_1091	accessory
VIBR_1092	accessory
VIBR_1093	accessory
VIBR_1094	accessory
VIBR_1095	accessory
VIBR_1096	accessory
VIBR_1097	accessory
VIBR_1098	accessory
VIBR_1099	accessory
VIBR_1100	accessory
VIBR_1101	accessory
VIBR_1102	accessory
VIBR_1103	accessory
VIBR_1104	accessory
VIBR_1105	accessory
VIBR_1106	accessory
VIBR_1107	accessory
VIBR_1108	accessory
VIBR_1109	accessory
VIBR_1110	accessory
VIBR_1111	accessory
VIBR_1112	accessory
VIBR_1113	accessory
VIBR_1114	accessory
VIBR_1115	core
VIBR_1116	accessory
VIBR_1117	accessory
VIBR_1118	core
VIBR_1119	accessory
VIBR_1120	accessory
VIBR_1121	accessory
VIBR_1122	accessory
VIBR_1123	accessory
VIBR_1124	accessory
VIBR_1125	accessory
VIBR_1126	accessory
VIBR_1127	accessory
VIBR_1128	accessory
VIBR_1129	accessory
VIBR_1130	accessory
VIBR_1131	accessory
VIBR_1132	accessory
VIBR_1133	accessory
VIBR_1134	core
VIBR_1135	accessory
VIBR_1136	accessory
VIBR_1137	accessory
VIBR_1138	accessory
VIBR_1139	accessory
VIBR_1140	accessory
VIBR_1141	accessory
VIBR_1142	accessory
VIBR_1143	accessory
VIBR_1144	accessory
VIBR_1145	accessory
VIBR_1146	accessory
VIBR_1147	accessory
VIBR_1148	accessory
VIBR_1149	accessory
VIBR_1150	core
VIBR_1151	accessory
VIBR_1152	accessory
VIBR_1153	accessory
VIBR_1154	accessory
VIBR_1155	accessory
VIBR_1156	core
VIBR_1157	accessory
VIBR_1158	accessory
VIBR_1159	accessory
VIBR_1160	accessory
VIBR_1161	accessory
VIBR_1162	accessory
VIBR_1163	accessory
VIBR_1164	accessory
VIBR_1165	accessory
VIBR_1166	accessory
VIBR_1167	accessory
VIBR_1168	accessory
VIBR_1169	accessory
VIBR_1170	accessory
VIBR_1171	core
VIBR_1172	accessory
VIBR_1173	accessory
VIBR_1174	accessory
VIBR_1175	accessory
VIBR_1176	accessory
VIBR_1177	accessory
VIBR_1178	accessory
VIBR_1179	accessory
VIBR_1180	accessory
VIBR_1181	accessory
VIBR_1182	accessory
VIBR_1183	accessory
VIBR_1184	accessory
VIBR_1185	accessory
VIBR_1186	accessory
VIBR_1187	accessory
VIBR_1188	accessory
VIBR_1189	accessory
VIBR_1190	accessory
VIBR_1191	accessory
VIBR_1192	accessory
VIBR_1193	accessory
VIBR_1194	accessory
VIBR_1195	core
VIBR_1196	accessory
VIBR_1197	accessory
VIBR_1198	accessory
VIBR_1199	accessory
VIBR_1200	accessory
VIBR_1201	accessory
VIBR_1202	accessory
VIBR_1203	accessory
VIBR_1204	accessory
VIBR_1205	core
VIBR_1206	accessory
VIBR_1207	accessory
VIBR_1208	accessory
VIBR_1209	accessory
VIBR_1210	core
VIBR_1211	accessory
VIBR_1212	accessory
VIBR_1213	accessory
VIBR_1214	accessory
VIBR_1215	accessory
VIBR_1216	accessory
VIBR_1217	accessory
VIBR_1218	accessory
VIBR_1219	accessory
VIBR_1220	accessory
VIBR_1221	accessory
VIBR_1222	accessory
VIBR_1223	accessory
VIBR_1224	accessory
VIBR_1225	accessory
VIBR_1226	accessory
VIBR_1227	accessory
VIBR_1228	accessory
VIBR_1229	accessory
VIBR_1230	accessory
VIBR_1231	accessory
VIBR_1232	accessory
VIBR_1233	accessory
VIBR_1234	accessory
VIBR_1235	accessory
VIBR_1236	accessory
VIBR_1237	accessory
VIBR_1238	accessory
VIBR_1239	accessory
VIBR_1240	accessory
VIBR_1241	accessory
VIBR_1242	accessory
VIBR_1243	accessory
VIBR_1244	accessory
VIBR_1245	accessory
VIBR_1246	accessory
VIBR_1247	accessory
VIBR_1248	accessory
VIBR_1249	accessory
VIBR_1250	accessory
VIBR_1251	accessory
VIBR_1252	accessory
VIBR_1253	accessory
VIBR_1254	accessory
VIBR_1255	accessory
VIBR_1256	accessory
VIBR_1257	core
VIBR_1258	accessory
VIBR_1259	accessory
VIBR_1260	accessory
